# rmin,rmaj,elong,ne,nh,nz,nf,zeff,te,ti,q,btor,zimp,aimp,ahyd,aimass,wexbs,gne,gni,gnh,gnz,gte,gti,gq,gvtor,vtor,gvpol,vpol,gvpar,vpar
# m,m,m^-3,m^-3,m^-3,m^-3,,keV,keV,,Tesla,,,rad/s,,,,m/s,,m/s,,m/s
4.1045e-01,9.3400e-01,1.5680e+00,5.3240e+19,2.3810e+14,4.2540e+18,2.2680e+17,2.8810e+00,8.4510e-01,6.6170e-01,2.4410e+00,5.2050e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,7.7190e-01,2.9670e+00,3.5850e+00,-2.7250e+00,2.6600e+00,2.2550e+00,3.7050e+00,1.2620e+00,5.9220e+04,-4.5230e+00,-9.9440e+02,1.6040e+00,5.8940e+04
4.1361e-01,9.3304e-01,1.5700e+00,5.3090e+19,2.3510e+14,4.2930e+18,2.1610e+17,2.9150e+00,8.3740e-01,6.5670e-01,2.4720e+00,5.1990e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,9.1920e-01,3.1630e+00,3.7850e+00,-2.5830e+00,2.7120e+00,2.2490e+00,3.7400e+00,1.3070e+00,5.8960e+04,-4.0940e+00,-1.0090e+03,1.6450e+00,5.8620e+04
4.1675e-01,9.3207e-01,1.5720e+00,5.2910e+19,2.3210e+14,4.3290e+18,2.0570e+17,2.9490e+00,8.2970e-01,6.5170e-01,2.5030e+00,5.1940e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.0730e+00,3.3610e+00,3.9830e+00,-2.4250e+00,2.7660e+00,2.2410e+00,3.7790e+00,1.3610e+00,5.8700e+04,-3.6130e+00,-1.0220e+03,1.6930e+00,5.8290e+04
4.1989e-01,9.3109e-01,1.5740e+00,5.2710e+19,2.2890e+14,4.3640e+18,1.9580e+17,2.9840e+00,8.2200e-01,6.4680e-01,2.5360e+00,5.1880e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.2330e+00,3.5590e+00,4.1800e+00,-2.2510e+00,2.8220e+00,2.2320e+00,3.8210e+00,1.4240e+00,5.8430e+04,-3.0800e+00,-1.0340e+03,1.7470e+00,5.7960e+04
4.2300e-01,9.3011e-01,1.5770e+00,5.2480e+19,2.2560e+14,4.3960e+18,1.8630e+17,3.0190e+00,8.1420e-01,6.4200e-01,2.5680e+00,5.1830e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.4000e+00,3.7590e+00,4.3740e+00,-2.0630e+00,2.8810e+00,2.2220e+00,3.8670e+00,1.4940e+00,5.8140e+04,-2.5130e+00,-1.0440e+03,1.8070e+00,5.7610e+04
4.2610e-01,9.2912e-01,1.5790e+00,5.2220e+19,2.2230e+14,4.4250e+18,1.7710e+17,3.0540e+00,8.0630e-01,6.3730e-01,2.6020e+00,5.1770e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.5730e+00,3.9590e+00,4.5650e+00,-1.8610e+00,2.9450e+00,2.2120e+00,3.9180e+00,1.5740e+00,5.7850e+04,-1.9390e+00,-1.0530e+03,1.8750e+00,5.7260e+04
4.2918e-01,9.2812e-01,1.5810e+00,5.1930e+19,2.1890e+14,4.4510e+18,1.6840e+17,3.0890e+00,7.9840e-01,6.3260e-01,2.6360e+00,5.1720e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.7530e+00,4.1600e+00,4.7520e+00,-1.6460e+00,3.0120e+00,2.2030e+00,3.9720e+00,1.6620e+00,5.7540e+04,-1.3850e+00,-1.0590e+03,1.9480e+00,5.6900e+04
4.3225e-01,9.2712e-01,1.5830e+00,5.1620e+19,2.1540e+14,4.4740e+18,1.6000e+17,3.1230e+00,7.9040e-01,6.2810e-01,2.6710e+00,5.1660e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.9400e+00,4.3610e+00,4.9360e+00,-1.4170e+00,3.0830e+00,2.1940e+00,4.0310e+00,1.7600e+00,5.7220e+04,-8.7560e-01,-1.0630e+03,2.0270e+00,5.6530e+04
4.3530e-01,9.2610e-01,1.5850e+00,5.1270e+19,2.1190e+14,4.4930e+18,1.5190e+17,3.1580e+00,7.8230e-01,6.2360e-01,2.7070e+00,5.1610e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,2.1330e+00,4.5630e+00,5.1150e+00,-1.1760e+00,3.1600e+00,2.1860e+00,4.0940e+00,1.8660e+00,5.6880e+04,-4.1330e-01,-1.0660e+03,2.1130e+00,5.6150e+04
4.3833e-01,9.2508e-01,1.5880e+00,5.0900e+19,2.0830e+14,4.5090e+18,1.4430e+17,3.1920e+00,7.7420e-01,6.1910e-01,2.7440e+00,5.1550e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,2.3330e+00,4.7640e+00,5.2890e+00,-9.2310e-01,3.2410e+00,2.1790e+00,4.1610e+00,1.9810e+00,5.6520e+04,9.4750e-02,-1.0650e+03,2.2040e+00,5.5750e+04
4.4134e-01,9.2405e-01,1.5900e+00,5.0500e+19,2.0460e+14,4.5210e+18,1.3690e+17,3.2260e+00,7.6590e-01,6.1470e-01,2.7820e+00,5.1490e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,2.5390e+00,4.9650e+00,5.4580e+00,-6.5770e-01,3.3290e+00,2.1740e+00,4.2320e+00,2.1050e+00,5.6150e+04,7.6530e-01,-1.0620e+03,2.3000e+00,5.5340e+04
4.4434e-01,9.2302e-01,1.5920e+00,5.0070e+19,2.0100e+14,4.5280e+18,1.2990e+17,3.2590e+00,7.5760e-01,6.1040e-01,2.8200e+00,5.1430e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,2.7520e+00,5.1640e+00,5.6200e+00,-3.7990e-01,3.4240e+00,2.1710e+00,4.3060e+00,2.2380e+00,5.5750e+04,1.7150e+00,-1.0570e+03,2.4010e+00,5.4920e+04
4.4732e-01,9.2198e-01,1.5940e+00,4.9600e+19,1.9730e+14,4.5320e+18,1.2320e+17,3.2920e+00,7.4910e-01,6.0620e-01,2.8600e+00,5.1380e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,2.9710e+00,5.3620e+00,5.7750e+00,-8.9700e-02,3.5250e+00,2.1710e+00,4.3840e+00,2.3790e+00,5.5340e+04,3.0610e+00,-1.0480e+03,2.5070e+00,5.4490e+04
4.5029e-01,9.2093e-01,1.5960e+00,4.9110e+19,1.9360e+14,4.5310e+18,1.1680e+17,3.3240e+00,7.4060e-01,6.0200e-01,2.9010e+00,5.1320e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.1970e+00,5.5570e+00,5.9220e+00,2.1310e-01,3.6340e+00,2.1720e+00,4.4660e+00,2.5280e+00,5.4910e+04,4.8360e+00,-1.0360e+03,2.6170e+00,5.4040e+04
4.5323e-01,9.1987e-01,1.5980e+00,4.8600e+19,1.8990e+14,4.5260e+18,1.1070e+17,3.3550e+00,7.3190e-01,5.9780e-01,2.9430e+00,5.1260e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.4300e+00,5.7480e+00,6.0600e+00,5.2940e-01,3.7510e+00,2.1760e+00,4.5500e+00,2.6850e+00,5.4450e+04,6.7440e+00,-1.0210e+03,2.7300e+00,5.3580e+04
4.5616e-01,9.1881e-01,1.6000e+00,4.8050e+19,1.8620e+14,4.5160e+18,1.0490e+17,3.3860e+00,7.2310e-01,5.9370e-01,2.9860e+00,5.1200e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.6690e+00,5.9340e+00,6.1880e+00,8.6000e-01,3.8760e+00,2.1820e+00,4.6370e+00,2.8490e+00,5.3970e+04,8.4040e+00,-1.0030e+03,2.8460e+00,5.3110e+04
4.5907e-01,9.1774e-01,1.6030e+00,4.7480e+19,1.8260e+14,4.5020e+18,9.9330e+16,3.4160e+00,7.1410e-01,5.8960e-01,3.0310e+00,5.1140e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.9140e+00,6.1140e+00,6.3060e+00,1.2060e+00,4.0110e+00,2.1910e+00,4.7260e+00,3.0190e+00,5.3470e+04,9.4350e+00,-9.8050e+02,2.9640e+00,5.2620e+04
4.6196e-01,9.1666e-01,1.6050e+00,4.6870e+19,1.7900e+14,4.4820e+18,9.4060e+16,3.4440e+00,7.0500e-01,5.8550e-01,3.0770e+00,5.1080e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,4.1650e+00,6.2870e+00,6.4120e+00,1.5690e+00,4.1540e+00,2.2020e+00,4.8180e+00,3.1950e+00,5.2950e+04,9.4580e+00,-9.5430e+02,3.0830e+00,5.2120e+04
4.6483e-01,9.1558e-01,1.6070e+00,4.6250e+19,1.7540e+14,4.4580e+18,8.9040e+16,3.4720e+00,6.9570e-01,5.8150e-01,3.1240e+00,5.1020e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,4.4220e+00,6.4500e+00,6.5050e+00,1.9480e+00,4.3080e+00,2.2170e+00,4.9110e+00,3.3750e+00,5.2410e+04,8.4200e+00,-9.2410e+02,3.2040e+00,5.1610e+04
4.6769e-01,9.1449e-01,1.6090e+00,4.5590e+19,1.7180e+14,4.4280e+18,8.4270e+16,3.4980e+00,6.8620e-01,5.7750e-01,3.1730e+00,5.0960e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,4.6860e+00,6.6030e+00,6.5850e+00,2.3480e+00,4.4720e+00,2.2340e+00,5.0060e+00,3.5590e+00,5.1850e+04,7.5930e+00,-8.8950e+02,3.3230e+00,5.1090e+04
4.7052e-01,9.1340e-01,1.6110e+00,4.4920e+19,1.6830e+14,4.3930e+18,7.9740e+16,3.5230e+00,6.7660e-01,5.7350e-01,3.2230e+00,5.0900e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,4.9550e+00,6.7440e+00,6.6510e+00,2.7680e+00,4.6470e+00,2.2560e+00,5.1030e+00,3.7450e+00,5.1260e+04,8.5730e+00,-8.5040e+02,3.4420e+00,5.0550e+04
4.7333e-01,9.1229e-01,1.6130e+00,4.4220e+19,1.6490e+14,4.3530e+18,7.5430e+16,3.5460e+00,6.6680e-01,5.6950e-01,3.2740e+00,5.0840e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,5.2310e+00,6.8700e+00,6.7010e+00,3.2100e+00,4.8330e+00,2.2810e+00,5.2010e+00,3.9310e+00,5.0660e+04,1.2960e+01,-8.0650e+02,3.5580e+00,5.0010e+04
4.7613e-01,9.1119e-01,1.6160e+00,4.3490e+19,1.6150e+14,4.3070e+18,7.1330e+16,3.5670e+00,6.5680e-01,5.6550e-01,3.3270e+00,5.0770e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,5.5120e+00,6.9810e+00,6.7350e+00,3.6780e+00,5.0310e+00,2.3110e+00,5.2990e+00,4.1170e+00,5.0030e+04,2.2350e+01,-7.5760e+02,3.6710e+00,4.9460e+04
4.7890e-01,9.1007e-01,1.6180e+00,4.2750e+19,1.5820e+14,4.2560e+18,6.7450e+16,3.5860e+00,6.4660e-01,5.6150e-01,3.3820e+00,5.0710e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,5.7990e+00,7.0730e+00,6.7520e+00,4.1720e+00,5.2410e+00,2.3470e+00,5.3980e+00,4.2990e+00,4.9390e+04,3.7260e+01,-7.0340e+02,3.7790e+00,4.8900e+04
4.8166e-01,9.0896e-01,1.6200e+00,4.1980e+19,1.5500e+14,4.2000e+18,6.3760e+16,3.6030e+00,6.3620e-01,5.5750e-01,3.4380e+00,5.0650e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,6.0910e+00,7.1470e+00,6.7530e+00,4.6940e+00,5.4630e+00,2.3890e+00,5.4980e+00,4.4760e+00,4.8740e+04,5.3810e+01,-6.4380e+02,3.8810e+00,4.8330e+04
4.8440e-01,9.0783e-01,1.6230e+00,4.1200e+19,1.5190e+14,4.1370e+18,6.0260e+16,3.6170e+00,6.2560e-01,5.5350e-01,3.4960e+00,5.0590e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,6.3890e+00,7.2010e+00,6.7360e+00,5.2460e+00,5.6970e+00,2.4410e+00,5.5980e+00,4.6450e+00,4.8070e+04,6.7060e+01,-5.7830e+02,3.9760e+00,4.7760e+04
4.8711e-01,9.0670e-01,1.6250e+00,4.0400e+19,1.4890e+14,4.0690e+18,5.6940e+16,3.6270e+00,6.1480e-01,5.4940e-01,3.5560e+00,5.0520e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,6.6930e+00,7.2340e+00,6.7030e+00,5.8310e+00,5.9450e+00,2.5030e+00,5.6990e+00,4.8050e+00,4.7390e+04,7.2060e+01,-5.0680e+02,4.0630e+00,4.7190e+04
4.8981e-01,9.0557e-01,1.6270e+00,3.9580e+19,1.4590e+14,3.9960e+18,5.3790e+16,3.6350e+00,6.0380e-01,5.4530e-01,3.6170e+00,5.0460e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,7.0020e+00,7.2450e+00,6.6530e+00,6.4500e+00,6.2050e+00,2.5790e+00,5.7990e+00,4.9520e+00,4.6710e+04,6.3840e+01,-4.2910e+02,4.1400e+00,4.6620e+04
4.9249e-01,9.0443e-01,1.6290e+00,3.8750e+19,1.4310e+14,3.9160e+18,5.0800e+16,3.6390e+00,5.9260e-01,5.4110e-01,3.6800e+00,5.0400e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,7.3170e+00,7.2330e+00,6.5870e+00,7.1060e+00,6.4790e+00,2.6690e+00,5.8990e+00,5.0840e+00,4.6020e+04,3.9460e+01,-3.4470e+02,4.2060e+00,4.6040e+04
4.9514e-01,9.0328e-01,1.6320e+00,3.7910e+19,1.4040e+14,3.8310e+18,4.7970e+16,3.6400e+00,5.8120e-01,5.3680e-01,3.7450e+00,5.0330e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,7.6370e+00,7.2000e+00,6.5060e+00,7.8000e+00,6.7670e+00,2.7800e+00,6.0000e+00,5.1980e+00,4.5320e+04,3.8920e+00,-2.5360e+02,4.2590e+00,4.5470e+04
4.9778e-01,9.0213e-01,1.6340e+00,3.7050e+19,1.3770e+14,3.7410e+18,4.5290e+16,3.6360e+00,5.6950e-01,5.3240e-01,3.8120e+00,5.0270e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,7.9630e+00,7.1460e+00,6.4120e+00,8.5340e+00,7.0670e+00,2.9160e+00,6.1000e+00,5.2920e+00,4.4630e+04,-3.5860e+01,-1.5540e+02,4.2990e+00,4.4900e+04
5.0040e-01,9.0098e-01,1.6360e+00,3.6190e+19,1.3520e+14,3.6450e+18,4.2750e+16,3.6270e+00,5.5770e-01,5.2780e-01,3.8810e+00,5.0210e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,8.2950e+00,7.0740e+00,6.3070e+00,9.3100e+00,7.3820e+00,3.0800e+00,6.2000e+00,5.3630e+00,4.3940e+04,-7.2820e+01,-4.9920e+01,4.3250e+00,4.4340e+04
5.0300e-01,8.9982e-01,1.6390e+00,3.5310e+19,1.3280e+14,3.5440e+18,4.0350e+16,3.6140e+00,5.4570e-01,5.2300e-01,3.9510e+00,5.0140e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,8.6320e+00,6.9840e+00,6.1920e+00,1.0130e+01,7.7100e+00,3.2790e+00,6.2990e+00,5.4070e+00,4.3260e+04,-1.0000e+02,6.3170e+01,4.3340e+00,4.3790e+04
5.0558e-01,8.9865e-01,1.6410e+00,3.4430e+19,1.3050e+14,3.4380e+18,3.8080e+16,3.5960e+00,5.3350e-01,5.1800e-01,4.0240e+00,5.0080e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,8.9760e+00,6.8790e+00,6.0700e+00,1.0990e+01,8.0510e+00,3.5180e+00,6.3990e+00,5.4230e+00,4.2590e+04,-1.1230e+02,1.8410e+02,4.3270e+00,4.3250e+04
5.0814e-01,8.9749e-01,1.6430e+00,3.3540e+19,1.2830e+14,3.3270e+18,3.5930e+16,3.5720e+00,5.2110e-01,5.1270e-01,4.0980e+00,5.0010e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,9.3260e+00,6.7630e+00,5.9430e+00,1.1910e+01,8.4050e+00,3.8020e+00,6.4980e+00,5.4080e+00,4.1930e+04,-1.1190e+02,3.1310e+02,4.3020e+00,4.2720e+04
5.1068e-01,8.9632e-01,1.6460e+00,3.2650e+19,1.2620e+14,3.2120e+18,3.3890e+16,3.5430e+00,5.0860e-01,5.0710e-01,4.1750e+00,4.9950e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,9.6820e+00,6.6400e+00,5.8140e+00,1.2870e+01,8.7720e+00,4.1400e+00,6.5980e+00,5.3610e+00,4.1290e+04,-1.0290e+02,4.5020e+02,4.2590e+00,4.2200e+04
5.1320e-01,8.9514e-01,1.6480e+00,3.1750e+19,1.2410e+14,3.0930e+18,3.1970e+16,3.5080e+00,4.9590e-01,5.0100e-01,4.2540e+00,4.9880e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.0040e+01,6.5160e+00,5.6870e+00,1.3880e+01,9.1510e+00,4.5380e+00,6.6980e+00,5.2800e+00,4.0680e+04,-8.9530e+01,5.9580e+02,4.1970e+00,4.1700e+04
5.1571e-01,8.9396e-01,1.6500e+00,3.0860e+19,1.2220e+14,2.9700e+18,3.0150e+16,3.4670e+00,4.8300e-01,4.9440e-01,4.3350e+00,4.9810e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.0410e+01,6.3930e+00,5.5650e+00,1.4940e+01,9.5410e+00,5.0040e+00,6.7980e+00,5.1640e+00,4.0080e+04,-7.5830e+01,7.5010e+02,4.1170e+00,4.1210e+04
5.1819e-01,8.9278e-01,1.6530e+00,2.9960e+19,1.2030e+14,2.8450e+18,2.8430e+16,3.4190e+00,4.7010e-01,4.8730e-01,4.4180e+00,4.9750e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.0790e+01,6.2780e+00,5.4500e+00,1.6060e+01,9.9420e+00,5.5440e+00,6.8990e+00,5.0120e+00,3.9520e+04,-6.5100e+01,9.1310e+02,4.0170e+00,4.0750e+04
5.2066e-01,8.9160e-01,1.6550e+00,2.9060e+19,1.1860e+14,2.7160e+18,2.6800e+16,3.3650e+00,4.5710e-01,4.7950e-01,4.5040e+00,4.9680e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.1170e+01,6.1750e+00,5.3460e+00,1.7230e+01,1.0350e+01,6.1640e+00,7.0000e+00,4.8240e+00,3.8980e+04,-5.7430e+01,1.0850e+03,3.8980e+00,4.0300e+04
5.2311e-01,8.9041e-01,1.6570e+00,2.8170e+19,1.1690e+14,2.5860e+18,2.5270e+16,3.3060e+00,4.4400e-01,4.7110e-01,4.5920e+00,4.9620e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.1560e+01,6.0890e+00,5.2560e+00,1.8450e+01,1.0770e+01,6.8720e+00,7.1030e+00,4.6030e+00,3.8470e+04,-5.2080e+01,1.2660e+03,3.7620e+00,3.9880e+04
5.2554e-01,8.8922e-01,1.6600e+00,2.7270e+19,1.1520e+14,2.4540e+18,2.3820e+16,3.2390e+00,4.3080e-01,4.6190e-01,4.6820e+00,4.9550e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.1960e+01,6.0240e+00,5.1810e+00,1.9740e+01,1.1190e+01,7.6740e+00,7.2080e+00,4.3480e+00,3.8000e+04,-4.8300e+01,1.4550e+03,3.6080e+00,3.9480e+04
5.2795e-01,8.8803e-01,1.6620e+00,2.6390e+19,1.1360e+14,2.3210e+18,2.2460e+16,3.1670e+00,4.1770e-01,4.5190e-01,4.7750e+00,4.9480e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.2370e+01,5.9870e+00,5.1250e+00,2.1080e+01,1.1610e+01,8.5750e+00,7.3140e+00,4.0630e+00,3.7570e+04,-4.5380e+01,1.6540e+03,3.4370e+00,3.9100e+04
5.3034e-01,8.8684e-01,1.6640e+00,2.5510e+19,1.1210e+14,2.1880e+18,2.1170e+16,3.0890e+00,4.0460e-01,4.4100e-01,4.8710e+00,4.9420e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.2780e+01,5.9800e+00,5.0900e+00,2.2480e+01,1.2040e+01,9.5820e+00,7.4220e+00,3.7490e+00,3.7180e+04,-4.2700e+01,1.8620e+03,3.2510e+00,3.8750e+04
5.3272e-01,8.8564e-01,1.6670e+00,2.4630e+19,1.1060e+14,2.0550e+18,1.9960e+16,3.0040e+00,3.9150e-01,4.2920e-01,4.9700e+00,4.9350e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.3200e+01,6.0070e+00,5.0770e+00,2.3940e+01,1.2450e+01,1.0700e+01,7.5330e+00,3.4110e+00,3.6820e+04,-4.0170e+01,2.0780e+03,3.0510e+00,3.8420e+04
5.3507e-01,8.8444e-01,1.6690e+00,2.3770e+19,1.0910e+14,1.9240e+18,1.8810e+16,2.9150e+00,3.7840e-01,4.1650e-01,5.0710e+00,4.9280e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.3620e+01,6.0690e+00,5.0870e+00,2.5460e+01,1.2860e+01,1.1930e+01,7.6470e+00,3.0520e+00,3.6500e+04,-3.7800e+01,2.3030e+03,2.8390e+00,3.8120e+04
5.3741e-01,8.8324e-01,1.6710e+00,2.2910e+19,1.0760e+14,1.7940e+18,1.7730e+16,2.8200e+00,3.6560e-01,4.0290e-01,5.1750e+00,4.9220e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.4040e+01,6.1680e+00,5.1200e+00,2.7050e+01,1.3260e+01,1.3270e+01,7.7630e+00,2.6780e+00,3.6230e+04,-3.5630e+01,2.5360e+03,2.6170e+00,3.7850e+04
5.3973e-01,8.8204e-01,1.6730e+00,2.2070e+19,1.0620e+14,1.6670e+18,1.6710e+16,2.7200e+00,3.5280e-01,3.8830e-01,5.2830e+00,4.9150e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.4470e+01,6.3050e+00,5.1780e+00,2.8690e+01,1.3630e+01,1.4730e+01,7.8840e+00,2.2940e+00,3.5990e+04,-3.3690e+01,2.7780e+03,2.3870e+00,3.7600e+04
5.4203e-01,8.8084e-01,1.6750e+00,2.1240e+19,1.0480e+14,1.5420e+18,1.5750e+16,2.6150e+00,3.4030e-01,3.7280e-01,5.3930e+00,4.9080e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.4900e+01,6.4820e+00,5.2610e+00,3.0400e+01,1.3980e+01,1.6320e+01,8.0080e+00,1.9040e+00,3.5800e+04,-3.1980e+01,3.0270e+03,2.1510e+00,3.7380e+04
5.4432e-01,8.7964e-01,1.6780e+00,2.0420e+19,1.0330e+14,1.4220e+18,1.4850e+16,2.5070e+00,3.2800e-01,3.5650e-01,5.5070e+00,4.9020e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.5330e+01,6.6960e+00,5.3680e+00,3.2170e+01,1.4300e+01,1.8020e+01,8.1360e+00,1.5140e+00,3.5640e+04,-3.0480e+01,3.2840e+03,1.9110e+00,3.7180e+04
5.4658e-01,8.7844e-01,1.6800e+00,1.9620e+19,1.0190e+14,1.3050e+18,1.4000e+16,2.3960e+00,3.1590e-01,3.3940e-01,5.6250e+00,4.8950e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.5750e+01,6.9440e+00,5.4960e+00,3.4000e+01,1.4580e+01,1.9840e+01,8.2690e+00,1.1290e+00,3.5520e+04,-2.9150e+01,3.5480e+03,1.6700e+00,3.7010e+04
5.4883e-01,8.7723e-01,1.6820e+00,1.8830e+19,1.0050e+14,1.1930e+18,1.3200e+16,2.2810e+00,3.0420e-01,3.2170e-01,5.7460e+00,4.8880e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.6160e+01,7.2240e+00,5.6450e+00,3.5890e+01,1.4820e+01,2.1790e+01,8.4060e+00,7.5360e-01,3.5440e+04,-2.7940e+01,3.8190e+03,1.4300e+00,3.6870e+04
5.5106e-01,8.7603e-01,1.6840e+00,1.8060e+19,9.9020e+13,1.0860e+18,1.2440e+16,2.1650e+00,2.9290e-01,3.0350e-01,5.8710e+00,4.8820e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.6550e+01,7.5320e+00,5.8130e+00,3.7830e+01,1.4990e+01,2.3860e+01,8.5480e+00,3.9380e-01,3.5390e+04,-2.6820e+01,4.0950e+03,1.1930e+00,3.6740e+04
5.5327e-01,8.7482e-01,1.6860e+00,1.7310e+19,9.7560e+13,9.8400e+17,1.1730e+16,2.0470e+00,2.8190e-01,2.8480e-01,6.0000e+00,4.8750e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.6940e+01,7.8660e+00,5.9980e+00,3.9840e+01,1.5110e+01,2.6040e+01,8.6950e+00,5.3950e-02,3.5370e+04,-2.5740e+01,4.3770e+03,9.6200e-01,3.6640e+04
5.5547e-01,8.7362e-01,1.6890e+00,1.6580e+19,9.6080e+13,8.8790e+17,1.1060e+16,1.9280e+00,2.7130e-01,2.6580e-01,6.1340e+00,4.8680e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.7290e+01,8.2180e+00,6.1960e+00,4.1890e+01,1.5160e+01,2.8350e+01,8.8470e+00,-2.6290e-01,3.5380e+04,-2.4700e+01,4.6630e+03,7.3800e-01,3.6570e+04
5.5764e-01,8.7241e-01,1.6910e+00,1.5870e+19,9.4580e+13,7.9770e+17,1.0430e+16,1.8090e+00,2.6130e-01,2.4670e-01,6.2710e+00,4.8610e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.7620e+01,8.5840e+00,6.4070e+00,4.3990e+01,1.5140e+01,3.0780e+01,9.0050e+00,-5.5440e-01,3.5420e+04,-2.3700e+01,4.9530e+03,5.2310e-01,3.6510e+04
5.5980e-01,8.7121e-01,1.6930e+00,1.5190e+19,9.3070e+13,7.1340e+17,9.8400e+15,1.6910e+00,2.5160e-01,2.2780e-01,6.4140e+00,4.8550e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.7920e+01,8.9570e+00,6.6250e+00,4.6120e+01,1.5040e+01,3.3320e+01,9.1670e+00,-8.1820e-01,3.5490e+04,-2.2740e+01,5.2470e+03,3.1880e-01,3.6480e+04
